duracao,ciclo,faixa_etaria,cronico,composicao_titular,especialidade,uso,total_contratos,churners,churn_rate
12,1o,31-50,S,com_ambos,dermatologia,nao_usou,299,170,56.9
12,1o,31-50,S,com_ambos,dermatologia,usou,81,47,58.0
12,1o,31-50,S,com_crianca,dermatologia,nao_usou,542,304,56.1
12,1o,31-50,S,com_crianca,dermatologia,usou,134,80,59.7
12,1o,31-50,S,com_idoso,dermatologia,nao_usou,454,252,55.5
12,1o,31-50,S,com_idoso,dermatologia,usou,101,56,55.4
12,1o,31-50,S,solo,dermatologia,nao_usou,899,595,66.2
12,1o,31-50,S,solo,dermatologia,usou,123,80,65.0
12,1o,51-70,N,com_ambos,dermatologia,nao_usou,1075,589,54.8
12,1o,51-70,N,com_ambos,dermatologia,usou,273,137,50.2
12,1o,51-70,N,com_crianca,dermatologia,nao_usou,1665,930,55.9
12,1o,51-70,N,com_crianca,dermatologia,usou,352,212,60.2
12,1o,51-70,N,com_idoso,dermatologia,nao_usou,4009,2222,55.4
12,1o,51-70,N,com_idoso,dermatologia,usou,809,406,50.2
12,1o,51-70,N,solo,dermatologia,nao_usou,5642,3447,61.1
12,1o,51-70,N,solo,dermatologia,usou,751,429,57.1
12,1o,51-70,S,com_ambos,dermatologia,nao_usou,410,220,53.7
12,1o,51-70,S,com_ambos,dermatologia,usou,148,66,44.6
12,1o,51-70,S,com_crianca,dermatologia,nao_usou,571,312,54.6
12,1o,51-70,S,com_crianca,dermatologia,usou,162,78,48.1
12,1o,51-70,S,com_idoso,dermatologia,nao_usou,1603,842,52.5
12,1o,51-70,S,com_idoso,dermatologia,usou,428,225,52.6
12,1o,51-70,S,solo,dermatologia,nao_usou,2308,1359,58.9
12,1o,51-70,S,solo,dermatologia,usou,324,164,50.6
12,1o,71+,N,com_ambos,dermatologia,nao_usou,196,102,52.0
12,1o,71+,N,com_ambos,dermatologia,usou,53,28,52.8
12,1o,71+,N,com_crianca,dermatologia,nao_usou,196,115,58.7
12,1o,71+,N,com_crianca,dermatologia,usou,34,18,52.9
12,1o,71+,N,com_idoso,dermatologia,nao_usou,1119,602,53.8
12,1o,71+,N,com_idoso,dermatologia,usou,226,133,58.8
12,1o,71+,N,solo,dermatologia,nao_usou,1234,775,62.8
12,1o,71+,N,solo,dermatologia,usou,128,69,53.9
12,1o,71+,S,com_ambos,dermatologia,nao_usou,120,54,45.0
12,1o,71+,S,com_ambos,dermatologia,usou,33,15,45.5
12,1o,71+,S,com_crianca,dermatologia,nao_usou,113,54,47.8
12,1o,71+,S,com_crianca,dermatologia,usou,31,21,67.7
12,1o,71+,S,com_idoso,dermatologia,nao_usou,610,318,52.1
12,1o,71+,S,com_idoso,dermatologia,usou,149,78,52.3
12,1o,71+,S,solo,dermatologia,nao_usou,765,438,57.3
12,1o,71+,S,solo,dermatologia,usou,88,59,67.0
12,2o+,00-20,N,solo,dermatologia,nao_usou,82,44,53.7
12,2o+,21-30,N,com_ambos,dermatologia,nao_usou,127,71,55.9
12,2o+,21-30,N,com_crianca,dermatologia,nao_usou,307,178,58.0
12,2o+,21-30,N,com_idoso,dermatologia,nao_usou,429,245,57.1
12,2o+,21-30,N,solo,dermatologia,nao_usou,922,578,62.7
12,2o+,21-30,S,solo,dermatologia,nao_usou,42,25,59.5
12,2o+,31-50,N,com_ambos,dermatologia,nao_usou,1595,893,56.0
12,2o+,31-50,N,com_crianca,dermatologia,nao_usou,2196,1279,58.2
12,2o+,31-50,N,com_idoso,dermatologia,nao_usou,2437,1262,51.8
12,2o+,31-50,N,solo,dermatologia,nao_usou,2902,1756,60.5
12,2o+,31-50,S,com_ambos,dermatologia,nao_usou,279,143,51.3
12,2o+,31-50,S,com_crianca,dermatologia,nao_usou,388,211,54.4
12,2o+,31-50,S,com_idoso,dermatologia,nao_usou,422,200,47.4
12,2o+,31-50,S,solo,dermatologia,nao_usou,493,287,58.2
12,2o+,51-70,N,com_ambos,dermatologia,nao_usou,986,506,51.3
12,2o+,51-70,N,com_crianca,dermatologia,nao_usou,1180,649,55.0
12,2o+,51-70,N,com_idoso,dermatologia,nao_usou,3425,1705,49.8
12,2o+,51-70,N,solo,dermatologia,nao_usou,3244,1864,57.5
12,2o+,51-70,S,com_ambos,dermatologia,nao_usou,547,242,44.2
12,2o+,51-70,S,com_crianca,dermatologia,nao_usou,589,291,49.4
12,2o+,51-70,S,com_idoso,dermatologia,nao_usou,1916,894,46.7
12,2o+,51-70,S,solo,dermatologia,nao_usou,1903,1012,53.2
12,2o+,71+,N,com_ambos,dermatologia,nao_usou,189,95,50.3
12,2o+,71+,N,com_crianca,dermatologia,nao_usou,168,103,61.3
12,2o+,71+,N,com_idoso,dermatologia,nao_usou,1046,534,51.1
12,2o+,71+,N,solo,dermatologia,nao_usou,913,524,57.4
12,2o+,71+,S,com_ambos,dermatologia,nao_usou,154,73,47.4
12,2o+,71+,S,com_crianca,dermatologia,nao_usou,133,54,40.6
12,2o+,71+,S,com_idoso,dermatologia,nao_usou,727,344,47.3
12,2o+,71+,S,solo,dermatologia,nao_usou,651,353,54.2
12,1o,00-20,N,com_crianca,endocrinologia,nao_usou,48,32,66.7
12,1o,00-20,N,com_idoso,endocrinologia,nao_usou,48,29,60.4
12,1o,00-20,N,solo,endocrinologia,nao_usou,193,150,77.7
12,1o,21-30,N,com_ambos,endocrinologia,nao_usou,263,175,66.5
12,1o,21-30,N,com_ambos,endocrinologia,usou,42,23,54.8
12,1o,21-30,N,com_crianca,endocrinologia,nao_usou,1144,815,71.2
12,1o,21-30,N,com_crianca,endocrinologia,usou,75,52,69.3
12,1o,21-30,N,com_idoso,endocrinologia,nao_usou,907,583,64.3
12,1o,21-30,N,com_idoso,endocrinologia,usou,139,71,51.1
12,1o,21-30,N,solo,endocrinologia,nao_usou,3568,2632,73.8
12,1o,21-30,N,solo,endocrinologia,usou,272,186,68.4
12,1o,21-30,S,com_crianca,endocrinologia,nao_usou,30,21,70.0
12,1o,21-30,S,com_idoso,endocrinologia,nao_usou,41,17,41.5
12,1o,21-30,S,solo,endocrinologia,nao_usou,78,59,75.6
12,1o,31-50,N,com_ambos,endocrinologia,nao_usou,2332,1379,59.1
12,1o,31-50,N,com_ambos,endocrinologia,usou,317,203,64.0
12,1o,31-50,N,com_crianca,endocrinologia,nao_usou,5141,3335,64.9
12,1o,31-50,N,com_crianca,endocrinologia,usou,501,315,62.9
12,1o,31-50,N,com_idoso,endocrinologia,nao_usou,3771,2264,60.0
12,1o,31-50,N,com_idoso,endocrinologia,usou,563,348,61.8
12,1o,31-50,N,solo,endocrinologia,nao_usou,7429,5079,68.4
12,1o,31-50,N,solo,endocrinologia,usou,630,419,66.5
12,1o,31-50,S,com_ambos,endocrinologia,nao_usou,282,157,55.7
12,1o,31-50,S,com_ambos,endocrinologia,usou,98,60,61.2
12,1o,31-50,S,com_crianca,endocrinologia,nao_usou,549,308,56.1
12,1o,31-50,S,com_crianca,endocrinologia,usou,127,76,59.8
12,1o,31-50,S,com_idoso,endocrinologia,nao_usou,427,233,54.6
12,1o,31-50,S,com_idoso,endocrinologia,usou,128,75,58.6
12,1o,31-50,S,solo,endocrinologia,nao_usou,828,548,66.2
12,1o,31-50,S,solo,endocrinologia,usou,194,127,65.5
12,1o,51-70,N,com_ambos,endocrinologia,nao_usou,1195,654,54.7
12,1o,51-70,N,com_ambos,endocrinologia,usou,153,72,47.1
12,1o,51-70,N,com_crianca,endocrinologia,nao_usou,1843,1047,56.8
12,1o,51-70,N,com_crianca,endocrinologia,usou,174,95,54.6
12,1o,51-70,N,com_idoso,endocrinologia,nao_usou,4316,2342,54.3
12,1o,51-70,N,com_idoso,endocrinologia,usou,502,286,57.0
12,1o,51-70,N,solo,endocrinologia,nao_usou,5960,3642,61.1
12,1o,51-70,N,solo,endocrinologia,usou,433,234,54.0
12,1o,51-70,S,com_ambos,endocrinologia,nao_usou,414,213,51.4
12,1o,51-70,S,com_ambos,endocrinologia,usou,144,73,50.7
12,1o,51-70,S,com_crianca,endocrinologia,nao_usou,584,310,53.1
12,1o,51-70,S,com_crianca,endocrinologia,usou,149,80,53.7
12,1o,51-70,S,com_idoso,endocrinologia,nao_usou,1496,776,51.9
12,1o,51-70,S,com_idoso,endocrinologia,usou,535,291,54.4
12,1o,51-70,S,solo,endocrinologia,nao_usou,2100,1224,58.3
12,1o,51-70,S,solo,endocrinologia,usou,532,299,56.2
12,1o,71+,N,com_ambos,endocrinologia,nao_usou,225,118,52.4
12,1o,71+,N,com_crianca,endocrinologia,nao_usou,213,125,58.7
12,1o,71+,N,com_idoso,endocrinologia,nao_usou,1224,667,54.5
12,1o,71+,N,com_idoso,endocrinologia,usou,121,68,56.2
12,1o,71+,N,solo,endocrinologia,nao_usou,1307,809,61.9
12,1o,71+,N,solo,endocrinologia,usou,55,35,63.6
12,1o,71+,S,com_ambos,endocrinologia,nao_usou,124,54,43.5
12,1o,71+,S,com_crianca,endocrinologia,nao_usou,117,63,53.8
12,1o,71+,S,com_idoso,endocrinologia,nao_usou,615,329,53.5
12,1o,71+,S,com_idoso,endocrinologia,usou,144,67,46.5
12,1o,71+,S,solo,endocrinologia,nao_usou,736,431,58.6
12,1o,71+,S,solo,endocrinologia,usou,117,66,56.4
12,2o+,00-20,N,solo,endocrinologia,nao_usou,82,44,53.7
12,2o+,21-30,N,com_ambos,endocrinologia,nao_usou,127,71,55.9
12,2o+,21-30,N,com_crianca,endocrinologia,nao_usou,307,178,58.0
12,2o+,21-30,N,com_idoso,endocrinologia,nao_usou,429,245,57.1
12,2o+,21-30,N,solo,endocrinologia,nao_usou,922,578,62.7
12,2o+,21-30,S,solo,endocrinologia,nao_usou,42,25,59.5
12,2o+,31-50,N,com_ambos,endocrinologia,nao_usou,1595,893,56.0
12,2o+,31-50,N,com_crianca,endocrinologia,nao_usou,2196,1279,58.2
12,2o+,31-50,N,com_idoso,endocrinologia,nao_usou,2437,1262,51.8
12,2o+,31-50,N,solo,endocrinologia,nao_usou,2902,1756,60.5
12,2o+,31-50,S,com_ambos,endocrinologia,nao_usou,279,143,51.3
12,2o+,31-50,S,com_crianca,endocrinologia,nao_usou,388,211,54.4
12,2o+,31-50,S,com_idoso,endocrinologia,nao_usou,422,200,47.4
12,2o+,31-50,S,solo,endocrinologia,nao_usou,493,287,58.2
12,2o+,51-70,N,com_ambos,endocrinologia,nao_usou,986,506,51.3
12,2o+,51-70,N,com_crianca,endocrinologia,nao_usou,1180,649,55.0
12,2o+,51-70,N,com_idoso,endocrinologia,nao_usou,3425,1705,49.8
12,2o+,51-70,N,solo,endocrinologia,nao_usou,3244,1864,57.5
12,2o+,51-70,S,com_ambos,endocrinologia,nao_usou,547,242,44.2
12,2o+,51-70,S,com_crianca,endocrinologia,nao_usou,589,291,49.4
12,2o+,51-70,S,com_idoso,endocrinologia,nao_usou,1916,894,46.7
12,2o+,51-70,S,solo,endocrinologia,nao_usou,1903,1012,53.2
12,2o+,71+,N,com_ambos,endocrinologia,nao_usou,189,95,50.3
12,2o+,71+,N,com_crianca,endocrinologia,nao_usou,168,103,61.3
12,2o+,71+,N,com_idoso,endocrinologia,nao_usou,1046,534,51.1
12,2o+,71+,N,solo,endocrinologia,nao_usou,913,524,57.4
12,2o+,71+,S,com_ambos,endocrinologia,nao_usou,154,73,47.4
12,2o+,71+,S,com_crianca,endocrinologia,nao_usou,133,54,40.6
12,2o+,71+,S,com_idoso,endocrinologia,nao_usou,727,344,47.3
12,2o+,71+,S,solo,endocrinologia,nao_usou,651,353,54.2
12,1o,00-20,N,solo,exames,nao_usou,118,91,77.1
12,1o,00-20,N,solo,exames,usou,87,68,78.2
12,1o,21-30,N,com_ambos,exames,nao_usou,94,63,67.0
12,1o,21-30,N,com_ambos,exames,usou,211,135,64.0
12,1o,21-30,N,com_crianca,exames,nao_usou,499,363,72.7
12,1o,21-30,N,com_crianca,exames,usou,720,504,70.0
12,1o,21-30,N,com_idoso,exames,nao_usou,350,216,61.7
12,1o,21-30,N,com_idoso,exames,usou,696,438,62.9
12,1o,21-30,N,solo,exames,nao_usou,1903,1453,76.4
12,1o,21-30,N,solo,exames,usou,1937,1365,70.5
12,1o,21-30,S,com_idoso,exames,usou,39,13,33.3
12,1o,21-30,S,solo,exames,nao_usou,38,25,65.8
12,1o,21-30,S,solo,exames,usou,58,46,79.3
12,1o,31-50,N,com_ambos,exames,nao_usou,929,569,61.2
12,1o,31-50,N,com_ambos,exames,usou,1720,1013,58.9
12,1o,31-50,N,com_crianca,exames,nao_usou,2243,1520,67.8
12,1o,31-50,N,com_crianca,exames,usou,3399,2130,62.7
12,1o,31-50,N,com_idoso,exames,nao_usou,1544,941,60.9
12,1o,31-50,N,com_idoso,exames,usou,2790,1671,59.9
12,1o,31-50,N,solo,exames,nao_usou,3840,2670,69.5
12,1o,31-50,N,solo,exames,usou,4219,2828,67.0
12,1o,31-50,S,com_ambos,exames,nao_usou,95,54,56.8
12,1o,31-50,S,com_ambos,exames,usou,285,163,57.2
12,1o,31-50,S,com_crianca,exames,nao_usou,201,108,53.7
12,1o,31-50,S,com_crianca,exames,usou,475,276,58.1
12,1o,31-50,S,com_idoso,exames,nao_usou,163,93,57.1
12,1o,31-50,S,com_idoso,exames,usou,392,215,54.8
12,1o,31-50,S,solo,exames,nao_usou,358,248,69.3
12,1o,31-50,S,solo,exames,usou,664,427,64.3
12,1o,51-70,N,com_ambos,exames,nao_usou,449,254,56.6
12,1o,51-70,N,com_ambos,exames,usou,899,472,52.5
12,1o,51-70,N,com_crianca,exames,nao_usou,796,449,56.4
12,1o,51-70,N,com_crianca,exames,usou,1221,693,56.8
12,1o,51-70,N,com_idoso,exames,nao_usou,1754,1009,57.5
12,1o,51-70,N,com_idoso,exames,usou,3064,1619,52.8
12,1o,51-70,N,solo,exames,nao_usou,2961,1900,64.2
12,1o,51-70,N,solo,exames,usou,3432,1976,57.6
12,1o,51-70,S,com_ambos,exames,nao_usou,134,78,58.2
12,1o,51-70,S,com_ambos,exames,usou,424,208,49.1
12,1o,51-70,S,com_crianca,exames,nao_usou,201,112,55.7
12,1o,51-70,S,com_crianca,exames,usou,532,278,52.3
12,1o,51-70,S,com_idoso,exames,nao_usou,561,323,57.6
12,1o,51-70,S,com_idoso,exames,usou,1470,744,50.6
12,1o,51-70,S,solo,exames,nao_usou,883,560,63.4
12,1o,51-70,S,solo,exames,usou,1749,963,55.1
12,1o,71+,N,com_ambos,exames,nao_usou,88,46,52.3
12,1o,71+,N,com_ambos,exames,usou,161,84,52.2
12,1o,71+,N,com_crianca,exames,nao_usou,98,62,63.3
12,1o,71+,N,com_crianca,exames,usou,132,71,53.8
12,1o,71+,N,com_idoso,exames,nao_usou,470,257,54.7
12,1o,71+,N,com_idoso,exames,usou,875,478,54.6
12,1o,71+,N,solo,exames,nao_usou,600,385,64.2
12,1o,71+,N,solo,exames,usou,762,459,60.2
12,1o,71+,S,com_ambos,exames,nao_usou,38,20,52.6
12,1o,71+,S,com_ambos,exames,usou,115,49,42.6
12,1o,71+,S,com_crianca,exames,nao_usou,40,14,35.0
12,1o,71+,S,com_crianca,exames,usou,104,61,58.7
12,1o,71+,S,com_idoso,exames,nao_usou,213,111,52.1
12,1o,71+,S,com_idoso,exames,usou,546,285,52.2
12,1o,71+,S,solo,exames,nao_usou,304,177,58.2
12,1o,71+,S,solo,exames,usou,549,320,58.3
12,2o+,00-20,N,solo,exames,nao_usou,82,44,53.7
12,2o+,21-30,N,com_ambos,exames,nao_usou,127,71,55.9
12,2o+,21-30,N,com_crianca,exames,nao_usou,307,178,58.0
12,2o+,21-30,N,com_idoso,exames,nao_usou,429,245,57.1
12,2o+,21-30,N,solo,exames,nao_usou,922,578,62.7
12,2o+,21-30,S,solo,exames,nao_usou,42,25,59.5
12,2o+,31-50,N,com_ambos,exames,nao_usou,1595,893,56.0
12,2o+,31-50,N,com_crianca,exames,nao_usou,2196,1279,58.2
12,2o+,31-50,N,com_idoso,exames,nao_usou,2437,1262,51.8
12,2o+,31-50,N,solo,exames,nao_usou,2902,1756,60.5
12,2o+,31-50,S,com_ambos,exames,nao_usou,279,143,51.3
12,2o+,31-50,S,com_crianca,exames,nao_usou,388,211,54.4
12,2o+,31-50,S,com_idoso,exames,nao_usou,422,200,47.4
12,2o+,31-50,S,solo,exames,nao_usou,493,287,58.2
12,2o+,51-70,N,com_ambos,exames,nao_usou,986,506,51.3
12,2o+,51-70,N,com_crianca,exames,nao_usou,1180,649,55.0
12,2o+,51-70,N,com_idoso,exames,nao_usou,3425,1705,49.8
12,2o+,51-70,N,solo,exames,nao_usou,3244,1864,57.5
12,2o+,51-70,S,com_ambos,exames,nao_usou,547,242,44.2
12,2o+,51-70,S,com_crianca,exames,nao_usou,589,291,49.4
12,2o+,51-70,S,com_idoso,exames,nao_usou,1916,894,46.7
12,2o+,51-70,S,solo,exames,nao_usou,1903,1012,53.2
12,2o+,71+,N,com_ambos,exames,nao_usou,189,95,50.3
12,2o+,71+,N,com_crianca,exames,nao_usou,168,103,61.3
12,2o+,71+,N,com_idoso,exames,nao_usou,1046,534,51.1
12,2o+,71+,N,solo,exames,nao_usou,913,524,57.4
12,2o+,71+,S,com_ambos,exames,nao_usou,154,73,47.4
12,2o+,71+,S,com_crianca,exames,nao_usou,133,54,40.6
12,2o+,71+,S,com_idoso,exames,nao_usou,727,344,47.3
12,2o+,71+,S,solo,exames,nao_usou,651,353,54.2
12,1o,00-20,N,com_crianca,ginecologia,nao_usou,39,28,71.8
12,1o,00-20,N,com_idoso,ginecologia,nao_usou,43,28,65.1
12,1o,00-20,N,solo,ginecologia,nao_usou,175,137,78.3
12,1o,00-20,N,solo,ginecologia,usou,30,22,73.3
12,1o,21-30,N,com_ambos,ginecologia,nao_usou,216,147,68.1
12,1o,21-30,N,com_ambos,ginecologia,usou,89,51,57.3
12,1o,21-30,N,com_crianca,ginecologia,nao_usou,861,613,71.2
12,1o,21-30,N,com_crianca,ginecologia,usou,358,254,70.9
12,1o,21-30,N,com_idoso,ginecologia,nao_usou,759,476,62.7
12,1o,21-30,N,com_idoso,ginecologia,usou,287,178,62.0
12,1o,21-30,N,solo,ginecologia,nao_usou,2892,2151,74.4
12,1o,21-30,N,solo,ginecologia,usou,948,667,70.4
12,1o,21-30,S,com_idoso,ginecologia,nao_usou,30,15,50.0
12,1o,21-30,S,solo,ginecologia,nao_usou,73,51,69.9
12,1o,31-50,N,com_ambos,ginecologia,nao_usou,1983,1199,60.5
12,1o,31-50,N,com_ambos,ginecologia,usou,666,383,57.5
12,1o,31-50,N,com_crianca,ginecologia,nao_usou,4228,2764,65.4
12,1o,31-50,N,com_crianca,ginecologia,usou,1414,886,62.7
12,1o,31-50,N,com_idoso,ginecologia,nao_usou,3404,2049,60.2
12,1o,31-50,N,com_idoso,ginecologia,usou,930,563,60.5
12,1o,31-50,N,solo,ginecologia,nao_usou,6509,4459,68.5
12,1o,31-50,N,solo,ginecologia,usou,1550,1039,67.0
12,1o,31-50,S,com_ambos,ginecologia,nao_usou,257,146,56.8
12,1o,31-50,S,com_ambos,ginecologia,usou,123,71,57.7
12,1o,31-50,S,com_crianca,ginecologia,nao_usou,489,273,55.8
12,1o,31-50,S,com_crianca,ginecologia,usou,187,111,59.4
12,1o,31-50,S,com_idoso,ginecologia,nao_usou,419,230,54.9
12,1o,31-50,S,com_idoso,ginecologia,usou,136,78,57.4
12,1o,31-50,S,solo,ginecologia,nao_usou,829,557,67.2
12,1o,31-50,S,solo,ginecologia,usou,193,118,61.1
12,1o,51-70,N,com_ambos,ginecologia,nao_usou,1076,577,53.6
12,1o,51-70,N,com_ambos,ginecologia,usou,272,149,54.8
12,1o,51-70,N,com_crianca,ginecologia,nao_usou,1620,908,56.0
12,1o,51-70,N,com_crianca,ginecologia,usou,397,234,58.9
12,1o,51-70,N,com_idoso,ginecologia,nao_usou,4064,2249,55.3
12,1o,51-70,N,com_idoso,ginecologia,usou,754,379,50.3
12,1o,51-70,N,solo,ginecologia,nao_usou,5509,3387,61.5
12,1o,51-70,N,solo,ginecologia,usou,884,489,55.3
12,1o,51-70,S,com_ambos,ginecologia,nao_usou,393,207,52.7
12,1o,51-70,S,com_ambos,ginecologia,usou,165,79,47.9
12,1o,51-70,S,com_crianca,ginecologia,nao_usou,540,290,53.7
12,1o,51-70,S,com_crianca,ginecologia,usou,193,100,51.8
12,1o,51-70,S,com_idoso,ginecologia,nao_usou,1598,834,52.2
12,1o,51-70,S,com_idoso,ginecologia,usou,433,233,53.8
12,1o,51-70,S,solo,ginecologia,nao_usou,2197,1287,58.6
12,1o,51-70,S,solo,ginecologia,usou,435,236,54.3
12,1o,71+,N,com_ambos,ginecologia,nao_usou,219,115,52.5
12,1o,71+,N,com_ambos,ginecologia,usou,30,15,50.0
12,1o,71+,N,com_crianca,ginecologia,nao_usou,198,116,58.6
12,1o,71+,N,com_crianca,ginecologia,usou,32,17,53.1
12,1o,71+,N,com_idoso,ginecologia,nao_usou,1213,661,54.5
12,1o,71+,N,com_idoso,ginecologia,usou,132,74,56.1
12,1o,71+,N,solo,ginecologia,nao_usou,1279,800,62.5
12,1o,71+,N,solo,ginecologia,usou,83,44,53.0
12,1o,71+,S,com_ambos,ginecologia,nao_usou,123,58,47.2
12,1o,71+,S,com_ambos,ginecologia,usou,30,11,36.7
12,1o,71+,S,com_crianca,ginecologia,nao_usou,113,59,52.2
12,1o,71+,S,com_crianca,ginecologia,usou,31,16,51.6
12,1o,71+,S,com_idoso,ginecologia,nao_usou,663,344,51.9
12,1o,71+,S,com_idoso,ginecologia,usou,96,52,54.2
12,1o,71+,S,solo,ginecologia,nao_usou,782,456,58.3
12,1o,71+,S,solo,ginecologia,usou,71,41,57.7
12,2o+,00-20,N,solo,ginecologia,nao_usou,82,44,53.7
12,2o+,21-30,N,com_ambos,ginecologia,nao_usou,127,71,55.9
12,2o+,21-30,N,com_crianca,ginecologia,nao_usou,307,178,58.0
12,2o+,21-30,N,com_idoso,ginecologia,nao_usou,429,245,57.1
12,2o+,21-30,N,solo,ginecologia,nao_usou,922,578,62.7
12,2o+,21-30,S,solo,ginecologia,nao_usou,42,25,59.5
12,2o+,31-50,N,com_ambos,ginecologia,nao_usou,1595,893,56.0
12,2o+,31-50,N,com_crianca,ginecologia,nao_usou,2196,1279,58.2
12,2o+,31-50,N,com_idoso,ginecologia,nao_usou,2437,1262,51.8
12,2o+,31-50,N,solo,ginecologia,nao_usou,2902,1756,60.5
12,2o+,31-50,S,com_ambos,ginecologia,nao_usou,279,143,51.3
12,2o+,31-50,S,com_crianca,ginecologia,nao_usou,388,211,54.4
12,2o+,31-50,S,com_idoso,ginecologia,nao_usou,422,200,47.4
12,2o+,31-50,S,solo,ginecologia,nao_usou,493,287,58.2
12,2o+,51-70,N,com_ambos,ginecologia,nao_usou,986,506,51.3
12,2o+,51-70,N,com_crianca,ginecologia,nao_usou,1180,649,55.0
12,2o+,51-70,N,com_idoso,ginecologia,nao_usou,3425,1705,49.8
12,2o+,51-70,N,solo,ginecologia,nao_usou,3244,1864,57.5
12,2o+,51-70,S,com_ambos,ginecologia,nao_usou,547,242,44.2
12,2o+,51-70,S,com_crianca,ginecologia,nao_usou,589,291,49.4
12,2o+,51-70,S,com_idoso,ginecologia,nao_usou,1916,894,46.7
12,2o+,51-70,S,solo,ginecologia,nao_usou,1903,1012,53.2
12,2o+,71+,N,com_ambos,ginecologia,nao_usou,189,95,50.3
12,2o+,71+,N,com_crianca,ginecologia,nao_usou,168,103,61.3
12,2o+,71+,N,com_idoso,ginecologia,nao_usou,1046,534,51.1
12,2o+,71+,N,solo,ginecologia,nao_usou,913,524,57.4
12,2o+,71+,S,com_ambos,ginecologia,nao_usou,154,73,47.4
12,2o+,71+,S,com_crianca,ginecologia,nao_usou,133,54,40.6
12,2o+,71+,S,com_idoso,ginecologia,nao_usou,727,344,47.3
12,2o+,71+,S,solo,ginecologia,nao_usou,651,353,54.2
12,1o,00-20,N,com_crianca,ortopedia,nao_usou,46,30,65.2
12,1o,00-20,N,com_idoso,ortopedia,nao_usou,43,27,62.8
12,1o,00-20,N,solo,ortopedia,nao_usou,185,142,76.8
12,1o,21-30,N,com_ambos,ortopedia,nao_usou,237,154,65.0
12,1o,21-30,N,com_ambos,ortopedia,usou,68,44,64.7
12,1o,21-30,N,com_crianca,ortopedia,nao_usou,1052,752,71.5
12,1o,21-30,N,com_crianca,ortopedia,usou,167,115,68.9
12,1o,21-30,N,com_idoso,ortopedia,nao_usou,837,528,63.1
12,1o,21-30,N,com_idoso,ortopedia,usou,209,126,60.3
12,1o,21-30,N,solo,ortopedia,nao_usou,3418,2536,74.2
12,1o,21-30,N,solo,ortopedia,usou,422,282,66.8
12,1o,21-30,S,com_idoso,ortopedia,nao_usou,34,17,50.0
12,1o,21-30,S,solo,ortopedia,nao_usou,79,58,73.4
12,1o,31-50,N,com_ambos,ortopedia,nao_usou,2144,1281,59.7
12,1o,31-50,N,com_ambos,ortopedia,usou,505,301,59.6
12,1o,31-50,N,com_crianca,ortopedia,nao_usou,4765,3122,65.5
12,1o,31-50,N,com_crianca,ortopedia,usou,877,528,60.2
12,1o,31-50,N,com_idoso,ortopedia,nao_usou,3415,2063,60.4
12,1o,31-50,N,com_idoso,ortopedia,usou,919,549,59.7
12,1o,31-50,N,solo,ortopedia,nao_usou,7000,4769,68.1
12,1o,31-50,N,solo,ortopedia,usou,1059,729,68.8
12,1o,31-50,S,com_ambos,ortopedia,nao_usou,288,170,59.0
12,1o,31-50,S,com_ambos,ortopedia,usou,92,47,51.1
12,1o,31-50,S,com_crianca,ortopedia,nao_usou,569,329,57.8
12,1o,31-50,S,com_crianca,ortopedia,usou,107,55,51.4
12,1o,31-50,S,com_idoso,ortopedia,nao_usou,383,217,56.7
12,1o,31-50,S,com_idoso,ortopedia,usou,172,91,52.9
12,1o,31-50,S,solo,ortopedia,nao_usou,850,576,67.8
12,1o,31-50,S,solo,ortopedia,usou,172,99,57.6
12,1o,51-70,N,com_ambos,ortopedia,nao_usou,1023,571,55.8
12,1o,51-70,N,com_ambos,ortopedia,usou,325,155,47.7
12,1o,51-70,N,com_crianca,ortopedia,nao_usou,1629,913,56.0
12,1o,51-70,N,com_crianca,ortopedia,usou,388,229,59.0
12,1o,51-70,N,com_idoso,ortopedia,nao_usou,3684,2021,54.9
12,1o,51-70,N,com_idoso,ortopedia,usou,1134,607,53.5
12,1o,51-70,N,solo,ortopedia,nao_usou,5176,3163,61.1
12,1o,51-70,N,solo,ortopedia,usou,1217,713,58.6
12,1o,51-70,S,com_ambos,ortopedia,nao_usou,386,207,53.6
12,1o,51-70,S,com_ambos,ortopedia,usou,172,79,45.9
12,1o,51-70,S,com_crianca,ortopedia,nao_usou,550,297,54.0
12,1o,51-70,S,com_crianca,ortopedia,usou,183,93,50.8
12,1o,51-70,S,com_idoso,ortopedia,nao_usou,1477,792,53.6
12,1o,51-70,S,com_idoso,ortopedia,usou,554,275,49.6
12,1o,51-70,S,solo,ortopedia,nao_usou,2097,1228,58.6
12,1o,51-70,S,solo,ortopedia,usou,535,295,55.1
12,1o,71+,N,com_ambos,ortopedia,nao_usou,185,92,49.7
12,1o,71+,N,com_ambos,ortopedia,usou,64,38,59.4
12,1o,71+,N,com_crianca,ortopedia,nao_usou,186,107,57.5
12,1o,71+,N,com_crianca,ortopedia,usou,44,26,59.1
12,1o,71+,N,com_idoso,ortopedia,nao_usou,1055,569,53.9
12,1o,71+,N,com_idoso,ortopedia,usou,290,166,57.2
12,1o,71+,N,solo,ortopedia,nao_usou,1133,705,62.2
12,1o,71+,N,solo,ortopedia,usou,229,139,60.7
12,1o,71+,S,com_ambos,ortopedia,nao_usou,118,53,44.9
12,1o,71+,S,com_ambos,ortopedia,usou,35,16,45.7
