account_id,contract_id,contract_register_date,contract_due_date,account_due_date,plan_months_duration,plan_name,payment_method,account_contract_number,contract_sale_type,canal,days_diff_until_next_contract,date_month
0e2dd120-e17d-11ef-a4f8-719f2817c600,0e2dd120-e17d-11ef-a4f8-719f2817c600-1,2025-02-02,2026-02-03,2026-02-03,12,cartao dr.consulta anual,credit_card,1,first_contract,drc_digital,17,2025-07-01
0e2dd120-e17d-11ef-a4f8-719f2817c600,0e2dd120-e17d-11ef-a4f8-719f2817c600-1,2025-02-02,2026-02-03,2026-02-03,12,cartao dr.consulta anual,credit_card,1,first_contract,drc_digital,17,2025-08-01
0e2dd120-e17d-11ef-a4f8-719f2817c600,0e2dd120-e17d-11ef-a4f8-719f2817c600-1,2025-02-02,2026-02-03,2026-02-03,12,cartao dr.consulta anual,credit_card,1,first_contract,drc_digital,17,2025-09-01
0e2dd120-e17d-11ef-a4f8-719f2817c600,0e2dd120-e17d-11ef-a4f8-719f2817c600-1,2025-02-02,2026-02-03,2026-02-03,12,cartao dr.consulta anual,credit_card,1,first_contract,drc_digital,17,2025-10-01
0e2dd120-e17d-11ef-a4f8-719f2817c600,0e2dd120-e17d-11ef-a4f8-719f2817c600-1,2025-02-02,2026-02-03,2026-02-03,12,cartao dr.consulta anual,credit_card,1,first_contract,drc_digital,17,2025-11-01
0e2dd120-e17d-11ef-a4f8-719f2817c600,0e2dd120-e17d-11ef-a4f8-719f2817c600-1,2025-02-02,2026-02-03,2026-02-03,12,cartao dr.consulta anual,credit_card,1,first_contract,drc_digital,17,2025-12-01
0e2dd120-e17d-11ef-a4f8-719f2817c600,0e2dd120-e17d-11ef-a4f8-719f2817c600-1,2025-02-02,2026-02-03,2026-02-03,12,cartao dr.consulta anual,credit_card,1,first_contract,drc_digital,17,2026-01-01
0e2dd120-e17d-11ef-a4f8-719f2817c600,0e2dd120-e17d-11ef-a4f8-719f2817c600-1,2025-02-02,2026-02-03,2026-02-03,12,cartao dr.consulta anual,credit_card,1,first_contract,drc_digital,17,2026-02-01
0ea329e0-d8ad-11ee-a6fd-5ba55f987f3e,0ea329e0-d8ad-11ee-a6fd-5ba55f987f3e-1,2024-03-02,2025-03-02,2026-03-03,12,cartao dr.consulta com odonto anual,credit_card,1,first_contract,others,0,2024-03-01
0ea329e0-d8ad-11ee-a6fd-5ba55f987f3e,0ea329e0-d8ad-11ee-a6fd-5ba55f987f3e-1,2024-03-02,2025-03-02,2026-03-03,12,cartao dr.consulta com odonto anual,credit_card,1,first_contract,others,0,2024-04-01
0ea329e0-d8ad-11ee-a6fd-5ba55f987f3e,0ea329e0-d8ad-11ee-a6fd-5ba55f987f3e-1,2024-03-02,2025-03-02,2026-03-03,12,cartao dr.consulta com odonto anual,credit_card,1,first_contract,others,0,2024-05-01
