target,features,fpr,tpr,auc
Original,perfil,0.0,0.0,0.6065
Original,perfil,0.0028,0.0132,0.6065
Original,perfil,0.0057,0.0214,0.6065
Original,perfil,0.0077,0.0267,0.6065
Original,perfil,0.0111,0.0338,0.6065
Original,perfil,0.0141,0.0406,0.6065
Original,perfil,0.0176,0.0478,0.6065
Original,perfil,0.0209,0.0548,0.6065
Original,perfil,0.0238,0.0607,0.6065
Original,perfil,0.0274,0.0673,0.6065
Original,perfil,0.0342,0.0791,0.6065
Original,perfil,0.0418,0.0926,0.6065
Original,perfil,0.0521,0.11,0.6065
Original,perfil,0.0551,0.1144,0.6065
Original,perfil,0.0576,0.1191,0.6065
Original,perfil,0.0603,0.1242,0.6065
Original,perfil,0.063,0.1289,0.6065
Original,perfil,0.0656,0.1333,0.6065
Original,perfil,0.0684,0.138,0.6065
Original,perfil,0.0708,0.1424,0.6065
Original,perfil,0.0734,0.1468,0.6065
Original,perfil,0.0763,0.1509,0.6065
Original,perfil,0.0793,0.1561,0.6065
Original,perfil,0.0821,0.1605,0.6065
Original,perfil,0.0848,0.1645,0.6065
Original,perfil,0.0874,0.1686,0.6065
Original,perfil,0.0912,0.1731,0.6065
Original,perfil,0.0983,0.1828,0.6065
Original,perfil,0.1009,0.1872,0.6065
Original,perfil,0.104,0.1913,0.6065
Original,perfil,0.1083,0.1983,0.6065
Original,perfil,0.1156,0.2085,0.6065
Original,perfil,0.125,0.2198,0.6065
Original,perfil,0.1273,0.2241,0.6065
Original,perfil,0.1306,0.2284,0.6065
Original,perfil,0.1335,0.2331,0.6065
Original,perfil,0.1364,0.2374,0.6065
Original,perfil,0.1398,0.2421,0.6065
Original,perfil,0.1433,0.2477,0.6065
Original,perfil,0.1506,0.2577,0.6065
Original,perfil,0.1558,0.264,0.6065
Original,perfil,0.1599,0.2696,0.6065
Original,perfil,0.1627,0.2737,0.6065
Original,perfil,0.1659,0.2777,0.6065
Original,perfil,0.1689,0.2817,0.6065
Original,perfil,0.1731,0.2872,0.6065
Original,perfil,0.1803,0.2961,0.6065
Original,perfil,0.1836,0.3009,0.6065
Original,perfil,0.1869,0.3048,0.6065
Original,perfil,0.1905,0.3098,0.6065
Original,perfil,0.1987,0.3198,0.6065
Original,perfil,0.2022,0.325,0.6065
Original,perfil,0.2141,0.3386,0.6065
Original,perfil,0.2292,0.3566,0.6065
Original,perfil,0.2323,0.3604,0.6065
Original,perfil,0.2421,0.371,0.6065
Original,perfil,0.2457,0.3751,0.6065
Original,perfil,0.2504,0.3818,0.6065
Original,perfil,0.2536,0.386,0.6065
Original,perfil,0.2566,0.3895,0.6065
Original,perfil,0.2655,0.4004,0.6065
Original,perfil,0.2687,0.4039,0.6065
Original,perfil,0.2718,0.4083,0.6065
Original,perfil,0.2755,0.4127,0.6065
Original,perfil,0.2789,0.4159,0.6065
Original,perfil,0.2821,0.4197,0.6065
Original,perfil,0.287,0.4257,0.6065
Original,perfil,0.2933,0.433,0.6065
Original,perfil,0.2967,0.437,0.6065
Original,perfil,0.3046,0.4463,0.6065
Original,perfil,0.3083,0.4507,0.6065
Original,perfil,0.3179,0.4621,0.6065
Original,perfil,0.3219,0.4671,0.6065
Original,perfil,0.326,0.4715,0.6065
Original,perfil,0.3315,0.4777,0.6065
Original,perfil,0.3354,0.482,0.6065
Original,perfil,0.339,0.4863,0.6065
Original,perfil,0.3494,0.4972,0.6065
Original,perfil,0.3533,0.5011,0.6065
Original,perfil,0.3573,0.5059,0.6065
Original,perfil,0.3611,0.5097,0.6065
Original,perfil,0.3666,0.5159,0.6065
Original,perfil,0.3701,0.5198,0.6065
Original,perfil,0.3755,0.5252,0.6065
Original,perfil,0.3794,0.5293,0.6065
Original,perfil,0.383,0.5331,0.6065
Original,perfil,0.3868,0.5371,0.6065
Original,perfil,0.3952,0.5455,0.6065
Original,perfil,0.3989,0.5495,0.6065
Original,perfil,0.4024,0.5532,0.6065
Original,perfil,0.4056,0.557,0.6065
Original,perfil,0.409,0.5606,0.6065
Original,perfil,0.4126,0.5646,0.6065
Original,perfil,0.417,0.5687,0.6065
Original,perfil,0.4204,0.5721,0.6065
Original,perfil,0.4242,0.5761,0.6065
Original,perfil,0.4277,0.5797,0.6065
Original,perfil,0.431,0.5836,0.6065
Original,perfil,0.4346,0.5871,0.6065
Original,perfil,0.4379,0.5907,0.6065
Original,perfil,0.4506,0.6024,0.6065
Original,perfil,0.4544,0.6056,0.6065
Original,perfil,0.4578,0.6092,0.6065
Original,perfil,0.4615,0.6128,0.6065
Original,perfil,0.4653,0.616,0.6065
Original,perfil,0.4688,0.6196,0.6065
Original,perfil,0.4807,0.6312,0.6065
Original,perfil,0.4841,0.6347,0.6065
Original,perfil,0.4882,0.6381,0.6065
Original,perfil,0.4916,0.641,0.6065
Original,perfil,0.4954,0.6444,0.6065
Original,perfil,0.4993,0.6479,0.6065
Original,perfil,0.5027,0.6512,0.6065
Original,perfil,0.5068,0.6539,0.6065
Original,perfil,0.5099,0.6575,0.6065
Original,perfil,0.5133,0.6607,0.6065
Original,perfil,0.5193,0.6669,0.6065
Original,perfil,0.5226,0.6705,0.6065
Original,perfil,0.526,0.6737,0.6065
Original,perfil,0.5291,0.6769,0.6065
Original,perfil,0.5336,0.6812,0.6065
Original,perfil,0.5376,0.6845,0.6065
Original,perfil,0.5412,0.6876,0.6065
Original,perfil,0.5454,0.6912,0.6065
Original,perfil,0.5492,0.6945,0.6065
Original,perfil,0.5532,0.6973,0.6065
Original,perfil,0.5571,0.7003,0.6065
Original,perfil,0.5604,0.7032,0.6065
Original,perfil,0.5636,0.7062,0.6065
Original,perfil,0.5674,0.7092,0.6065
Original,perfil,0.571,0.7121,0.6065
Original,perfil,0.5746,0.715,0.6065
Original,perfil,0.578,0.7178,0.6065
Original,perfil,0.5811,0.7204,0.6065
Original,perfil,0.5888,0.7267,0.6065
Original,perfil,0.5925,0.7295,0.6065
Original,perfil,0.596,0.7323,0.6065
Original,perfil,0.5999,0.7357,0.6065
Original,perfil,0.6031,0.7385,0.6065
Original,perfil,0.6065,0.7414,0.6065
Original,perfil,0.6104,0.7443,0.6065
Original,perfil,0.6137,0.7473,0.6065
Original,perfil,0.6171,0.7503,0.6065
Original,perfil,0.6217,0.7543,0.6065
Original,perfil,0.6257,0.7577,0.6065
Original,perfil,0.6296,0.7604,0.6065
Original,perfil,0.6333,0.763,0.6065
Original,perfil,0.6459,0.7737,0.6065
Original,perfil,0.6499,0.7764,0.6065
Original,perfil,0.6594,0.7841,0.6065
Original,perfil,0.6632,0.787,0.6065
Original,perfil,0.6671,0.7899,0.6065
Original,perfil,0.6736,0.795,0.6065
Original,perfil,0.6778,0.7984,0.6065
Original,perfil,0.6932,0.8113,0.6065
Original,perfil,0.7062,0.8221,0.6065
Original,perfil,0.7105,0.8252,0.6065
Original,perfil,0.714,0.8279,0.6065
Original,perfil,0.7382,0.8458,0.6065
Original,perfil,0.7432,0.8498,0.6065
Original,perfil,0.7468,0.8526,0.6065
Original,perfil,0.7558,0.8585,0.6065
Original,perfil,0.7599,0.8612,0.6065
Original,perfil,0.764,0.864,0.6065
Original,perfil,0.7675,0.8666,0.6065
Original,perfil,0.7727,0.8705,0.6065
Original,perfil,0.7913,0.8843,0.6065
Original,perfil,0.7958,0.8874,0.6065
Original,perfil,0.8003,0.89,0.6065
Original,perfil,0.8082,0.8953,0.6065
Original,perfil,0.8123,0.8983,0.6065
Original,perfil,0.8169,0.9012,0.6065
Original,perfil,0.821,0.9039,0.6065
Original,perfil,0.8253,0.907,0.6065
Original,perfil,0.8342,0.9126,0.6065
Original,perfil,0.8393,0.9157,0.6065
Original,perfil,0.8488,0.9221,0.6065
Original,perfil,0.8531,0.925,0.6065
Original,perfil,0.8573,0.9278,0.6065
Original,perfil,0.8745,0.9382,0.6065
Original,perfil,0.8784,0.941,0.6065
Original,perfil,0.8824,0.9434,0.6065
Original,perfil,0.8869,0.946,0.6065
Original,perfil,0.8916,0.9488,0.6065
Original,perfil,0.8955,0.9513,0.6065
Original,perfil,0.9001,0.9538,0.6065
Original,perfil,0.9063,0.9568,0.6065
Original,perfil,0.9108,0.9593,0.6065
Original,perfil,0.9279,0.9684,0.6065
Original,perfil,0.9357,0.9728,0.6065
Original,perfil,0.9405,0.975,0.6065
Original,perfil,0.9449,0.9772,0.6065
Original,perfil,0.9502,0.9794,0.6065
Original,perfil,0.955,0.9816,0.6065
Original,perfil,0.9598,0.984,0.6065
Original,perfil,0.9683,0.988,0.6065
Original,perfil,0.9748,0.9904,0.6065
Original,perfil,0.9794,0.9925,0.6065
Original,perfil,0.9837,0.9945,0.6065
Original,perfil,0.9893,0.9964,0.6065
Original,perfil,0.9947,0.9985,0.6065
Original,perfil_pgto,0.0,0.0,0.7506
Original,perfil_pgto,0.0,0.0105,0.7506
Original,perfil_pgto,0.0,0.0196,0.7506
Original,perfil_pgto,0.0,0.0292,0.7506
Original,perfil_pgto,0.0,0.0377,0.7506
Original,perfil_pgto,0.0,0.0465,0.7506
Original,perfil_pgto,0.0,0.0564,0.7506
Original,perfil_pgto,0.0,0.0682,0.7506
Original,perfil_pgto,0.0,0.079,0.7506
Original,perfil_pgto,0.0,0.0894,0.7506
Original,perfil_pgto,0.0,0.0992,0.7506
Original,perfil_pgto,0.0,0.11,0.7506
Original,perfil_pgto,0.0,0.1222,0.7506
Original,perfil_pgto,0.0001,0.1359,0.7506
Original,perfil_pgto,0.0001,0.1516,0.7506
Original,perfil_pgto,0.0011,0.1801,0.7506
Original,perfil_pgto,0.0039,0.1877,0.7506
Original,perfil_pgto,0.0055,0.1934,0.7506
Original,perfil_pgto,0.0074,0.1977,0.7506
Original,perfil_pgto,0.0113,0.2058,0.7506
Original,perfil_pgto,0.0145,0.2126,0.7506
Original,perfil_pgto,0.0224,0.2284,0.7506
Original,perfil_pgto,0.0253,0.2335,0.7506
Original,perfil_pgto,0.0274,0.2383,0.7506
Original,perfil_pgto,0.0297,0.2427,0.7506
Original,perfil_pgto,0.0386,0.2574,0.7506
Original,perfil_pgto,0.0409,0.2621,0.7506
Original,perfil_pgto,0.0486,0.2742,0.7506
Original,perfil_pgto,0.0515,0.2801,0.7506
Original,perfil_pgto,0.0538,0.2845,0.7506
Original,perfil_pgto,0.0564,0.2891,0.7506
Original,perfil_pgto,0.059,0.2932,0.7506
Original,perfil_pgto,0.0611,0.2975,0.7506
Original,perfil_pgto,0.0643,0.3041,0.7506
Original,perfil_pgto,0.0663,0.308,0.7506
Original,perfil_pgto,0.0689,0.3117,0.7506
Original,perfil_pgto,0.0713,0.3162,0.7506
Original,perfil_pgto,0.0739,0.3199,0.7506
Original,perfil_pgto,0.0788,0.3277,0.7506
Original,perfil_pgto,0.0814,0.3314,0.7506
Original,perfil_pgto,0.0901,0.3442,0.7506
Original,perfil_pgto,0.0926,0.3481,0.7506
Original,perfil_pgto,0.1004,0.36,0.7506
Original,perfil_pgto,0.103,0.3636,0.7506
Original,perfil_pgto,0.1065,0.3686,0.7506
Original,perfil_pgto,0.1122,0.3786,0.7506
Original,perfil_pgto,0.1148,0.3826,0.7506
Original,perfil_pgto,0.1178,0.3878,0.7506
Original,perfil_pgto,0.1205,0.3917,0.7506
Original,perfil_pgto,0.1269,0.4006,0.7506
Original,perfil_pgto,0.1316,0.4073,0.7506
Original,perfil_pgto,0.1351,0.4129,0.7506
Original,perfil_pgto,0.1381,0.4173,0.7506
Original,perfil_pgto,0.1477,0.4294,0.7506
Original,perfil_pgto,0.1505,0.4336,0.7506
Original,perfil_pgto,0.1582,0.4434,0.7506
Original,perfil_pgto,0.1611,0.447,0.7506
Original,perfil_pgto,0.1641,0.4512,0.7506
Original,perfil_pgto,0.167,0.4551,0.7506
Original,perfil_pgto,0.1694,0.4594,0.7506
Original,perfil_pgto,0.1722,0.464,0.7506
Original,perfil_pgto,0.1777,0.4714,0.7506
Original,perfil_pgto,0.1806,0.475,0.7506
Original,perfil_pgto,0.1869,0.4831,0.7506
Original,perfil_pgto,0.1892,0.4872,0.7506
Original,perfil_pgto,0.1929,0.4925,0.7506
Original,perfil_pgto,0.196,0.4963,0.7506
Original,perfil_pgto,0.1991,0.4998,0.7506
Original,perfil_pgto,0.2024,0.5035,0.7506
Original,perfil_pgto,0.2051,0.5067,0.7506
Original,perfil_pgto,0.208,0.5099,0.7506
Original,perfil_pgto,0.2113,0.5141,0.7506
Original,perfil_pgto,0.2152,0.5188,0.7506
Original,perfil_pgto,0.2237,0.5302,0.7506
Original,perfil_pgto,0.2266,0.5339,0.7506
Original,perfil_pgto,0.2299,0.5382,0.7506
Original,perfil_pgto,0.237,0.5474,0.7506
Original,perfil_pgto,0.2398,0.5506,0.7506
Original,perfil_pgto,0.2453,0.557,0.7506
Original,perfil_pgto,0.2482,0.5606,0.7506
Original,perfil_pgto,0.2511,0.5642,0.7506
Original,perfil_pgto,0.2545,0.5683,0.7506
Original,perfil_pgto,0.2575,0.572,0.7506
Original,perfil_pgto,0.265,0.5815,0.7506
Original,perfil_pgto,0.2684,0.5854,0.7506
Original,perfil_pgto,0.2728,0.5906,0.7506
Original,perfil_pgto,0.2759,0.5945,0.7506
Original,perfil_pgto,0.2788,0.5978,0.7506
Original,perfil_pgto,0.2825,0.6021,0.7506
Original,perfil_pgto,0.2866,0.6073,0.7506
Original,perfil_pgto,0.2896,0.6109,0.7506
Original,perfil_pgto,0.293,0.6145,0.7506
Original,perfil_pgto,0.2975,0.6193,0.7506
Original,perfil_pgto,0.3014,0.624,0.7506
Original,perfil_pgto,0.3041,0.6274,0.7506
Original,perfil_pgto,0.3068,0.6308,0.7506
Original,perfil_pgto,0.3099,0.6342,0.7506
Original,perfil_pgto,0.3188,0.644,0.7506
Original,perfil_pgto,0.3222,0.6473,0.7506
Original,perfil_pgto,0.3249,0.6505,0.7506
Original,perfil_pgto,0.3282,0.6544,0.7506
Original,perfil_pgto,0.3311,0.6575,0.7506
Original,perfil_pgto,0.3343,0.661,0.7506
Original,perfil_pgto,0.3374,0.6641,0.7506
Original,perfil_pgto,0.3425,0.6695,0.7506
Original,perfil_pgto,0.3457,0.6724,0.7506
Original,perfil_pgto,0.3506,0.6774,0.7506
Original,perfil_pgto,0.3542,0.6807,0.7506
Original,perfil_pgto,0.3598,0.6866,0.7506
Original,perfil_pgto,0.3627,0.6897,0.7506
Original,perfil_pgto,0.3655,0.693,0.7506
Original,perfil_pgto,0.3685,0.6961,0.7506
Original,perfil_pgto,0.3716,0.6996,0.7506
Original,perfil_pgto,0.3742,0.7028,0.7506
Original,perfil_pgto,0.3807,0.7094,0.7506
Original,perfil_pgto,0.3837,0.7127,0.7506
Original,perfil_pgto,0.3867,0.7158,0.7506
Original,perfil_pgto,0.3904,0.7188,0.7506
Original,perfil_pgto,0.3934,0.7217,0.7506
Original,perfil_pgto,0.3986,0.7265,0.7506
Original,perfil_pgto,0.4019,0.7293,0.7506
Original,perfil_pgto,0.4049,0.732,0.7506
Original,perfil_pgto,0.4081,0.7348,0.7506
Original,perfil_pgto,0.4169,0.7432,0.7506
Original,perfil_pgto,0.4203,0.7461,0.7506
Original,perfil_pgto,0.4236,0.7494,0.7506
Original,perfil_pgto,0.4264,0.7522,0.7506
Original,perfil_pgto,0.4317,0.7574,0.7506
Original,perfil_pgto,0.4344,0.7602,0.7506
Original,perfil_pgto,0.4376,0.763,0.7506
Original,perfil_pgto,0.4442,0.7692,0.7506
Original,perfil_pgto,0.4542,0.7792,0.7506
Original,perfil_pgto,0.4573,0.7821,0.7506
Original,perfil_pgto,0.4748,0.7986,0.7506
Original,perfil_pgto,0.4777,0.8011,0.7506
Original,perfil_pgto,0.4894,0.8126,0.7506
Original,perfil_pgto,0.4924,0.8154,0.7506
Original,perfil_pgto,0.4955,0.818,0.7506
Original,perfil_pgto,0.4985,0.8209,0.7506
Original,perfil_pgto,0.5025,0.8247,0.7506
Original,perfil_pgto,0.506,0.8274,0.7506
Original,perfil_pgto,0.5116,0.8322,0.7506
Original,perfil_pgto,0.5157,0.8352,0.7506
Original,perfil_pgto,0.5189,0.8381,0.7506
Original,perfil_pgto,0.5223,0.8411,0.7506
Original,perfil_pgto,0.5251,0.8438,0.7506
Original,perfil_pgto,0.5295,0.8477,0.7506
Original,perfil_pgto,0.5325,0.8504,0.7506
Original,perfil_pgto,0.5443,0.8607,0.7506
Original,perfil_pgto,0.5538,0.8683,0.7506
Original,perfil_pgto,0.5566,0.8709,0.7506
Original,perfil_pgto,0.5634,0.8759,0.7506
Original,perfil_pgto,0.5672,0.8788,0.7506
Original,perfil_pgto,0.5711,0.8819,0.7506
Original,perfil_pgto,0.576,0.8859,0.7506
Original,perfil_pgto,0.5799,0.8891,0.7506
Original,perfil_pgto,0.5834,0.8916,0.7506
Original,perfil_pgto,0.5864,0.8941,0.7506
Original,perfil_pgto,0.5899,0.8967,0.7506
Original,perfil_pgto,0.5947,0.9004,0.7506
Original,perfil_pgto,0.6071,0.9096,0.7506
Original,perfil_pgto,0.6109,0.9124,0.7506
Original,perfil_pgto,0.614,0.915,0.7506
Original,perfil_pgto,0.622,0.9199,0.7506
Original,perfil_pgto,0.6267,0.9235,0.7506
Original,perfil_pgto,0.6305,0.9262,0.7506
Original,perfil_pgto,0.6349,0.9297,0.7506
Original,perfil_pgto,0.6462,0.9375,0.7506
Original,perfil_pgto,0.65,0.9399,0.7506
Original,perfil_pgto,0.6595,0.9461,0.7506
Original,perfil_pgto,0.6636,0.9488,0.7506
Original,perfil_pgto,0.6698,0.9529,0.7506
Original,perfil_pgto,0.6742,0.9553,0.7506
Original,perfil_pgto,0.6778,0.9576,0.7506
Original,perfil_pgto,0.6823,0.9598,0.7506
Original,perfil_pgto,0.6863,0.9621,0.7506
Original,perfil_pgto,0.6901,0.9643,0.7506
Original,perfil_pgto,0.6947,0.9664,0.7506
Original,perfil_pgto,0.6994,0.9684,0.7506
Original,perfil_pgto,0.7034,0.9708,0.7506
Original,perfil_pgto,0.7103,0.9745,0.7506
Original,perfil_pgto,0.7152,0.9769,0.7506
Original,perfil_pgto,0.7194,0.9789,0.7506
Original,perfil_pgto,0.7234,0.981,0.7506
Original,perfil_pgto,0.7283,0.9828,0.7506
Original,perfil_pgto,0.7353,0.9842,0.7506
Original,perfil_pgto,0.7466,0.9858,0.7506
Original,perfil_pgto,0.7554,0.9873,0.7506
Original,perfil_pgto,0.7636,0.9883,0.7506
Original,perfil_pgto,0.7737,0.9896,0.7506
Original,perfil_pgto,0.7832,0.9908,0.7506
Original,perfil_pgto,0.7943,0.9918,0.7506
Original,perfil_pgto,0.8036,0.9926,0.7506
Original,perfil_pgto,0.8122,0.9935,0.7506
Original,perfil_pgto,0.8235,0.9945,0.7506
Original,perfil_pgto,0.8366,0.9956,0.7506
Original,perfil_pgto,0.8517,0.9963,0.7506
Original,perfil_pgto,0.8697,0.9971,0.7506
Original,perfil_pgto,0.8987,0.9985,0.7506
Original,perfil_pgto,0.931,0.9994,0.7506
Original,perfil_pgto,0.9623,0.9998,0.7506
Original,perfil_pgto,0.9995,1.0,0.7506
v4 (exclui 30d),perfil,0.0,0.0,0.6554
v4 (exclui 30d),perfil,0.0095,0.0361,0.6554
v4 (exclui 30d),perfil,0.026,0.0834,0.6554
v4 (exclui 30d),perfil,0.028,0.0905,0.6554
v4 (exclui 30d),perfil,0.0351,0.11,0.6554
v4 (exclui 30d),perfil,0.0373,0.116,0.6554
v4 (exclui 30d),perfil,0.0402,0.1238,0.6554
v4 (exclui 30d),perfil,0.0428,0.1308,0.6554
v4 (exclui 30d),perfil,0.0455,0.1375,0.6554
v4 (exclui 30d),perfil,0.0478,0.1446,0.6554
v4 (exclui 30d),perfil,0.0515,0.1541,0.6554
v4 (exclui 30d),perfil,0.0542,0.1603,0.6554
v4 (exclui 30d),perfil,0.0564,0.1656,0.6554
v4 (exclui 30d),perfil,0.0591,0.1723,0.6554
v4 (exclui 30d),perfil,0.0632,0.1809,0.6554
v4 (exclui 30d),perfil,0.073,0.2022,0.6554
v4 (exclui 30d),perfil,0.0759,0.2085,0.6554
v4 (exclui 30d),perfil,0.0931,0.2445,0.6554
v4 (exclui 30d),perfil,0.0966,0.2513,0.6554
v4 (exclui 30d),perfil,0.0995,0.2566,0.6554
v4 (exclui 30d),perfil,0.1025,0.2631,0.6554
v4 (exclui 30d),perfil,0.1049,0.2684,0.6554
v4 (exclui 30d),perfil,0.1072,0.2732,0.6554
v4 (exclui 30d),perfil,0.1098,0.2775,0.6554
v4 (exclui 30d),perfil,0.1124,0.2824,0.6554
v4 (exclui 30d),perfil,0.1162,0.2897,0.6554
v4 (exclui 30d),perfil,0.1188,0.2945,0.6554
v4 (exclui 30d),perfil,0.1231,0.3019,0.6554
v4 (exclui 30d),perfil,0.1274,0.3093,0.6554
v4 (exclui 30d),perfil,0.1299,0.3145,0.6554
v4 (exclui 30d),perfil,0.1329,0.3194,0.6554
v4 (exclui 30d),perfil,0.1355,0.3241,0.6554
v4 (exclui 30d),perfil,0.1387,0.3293,0.6554
v4 (exclui 30d),perfil,0.1416,0.3338,0.6554
v4 (exclui 30d),perfil,0.1446,0.3382,0.6554
v4 (exclui 30d),perfil,0.1469,0.3423,0.6554
v4 (exclui 30d),perfil,0.1495,0.3464,0.6554
v4 (exclui 30d),perfil,0.1522,0.3501,0.6554
v4 (exclui 30d),perfil,0.1545,0.354,0.6554
v4 (exclui 30d),perfil,0.1569,0.3575,0.6554
v4 (exclui 30d),perfil,0.1595,0.3612,0.6554
v4 (exclui 30d),perfil,0.1622,0.3651,0.6554
v4 (exclui 30d),perfil,0.1657,0.3696,0.6554
v4 (exclui 30d),perfil,0.1692,0.3737,0.6554
v4 (exclui 30d),perfil,0.1751,0.3821,0.6554
v4 (exclui 30d),perfil,0.1781,0.3859,0.6554
v4 (exclui 30d),perfil,0.1824,0.3913,0.6554
v4 (exclui 30d),perfil,0.1853,0.395,0.6554
v4 (exclui 30d),perfil,0.1897,0.4002,0.6554
v4 (exclui 30d),perfil,0.1963,0.4087,0.6554
v4 (exclui 30d),perfil,0.2003,0.414,0.6554
v4 (exclui 30d),perfil,0.2073,0.4231,0.6554
v4 (exclui 30d),perfil,0.2108,0.4266,0.6554
v4 (exclui 30d),perfil,0.2195,0.4365,0.6554
v4 (exclui 30d),perfil,0.2233,0.4411,0.6554
v4 (exclui 30d),perfil,0.2274,0.4459,0.6554
v4 (exclui 30d),perfil,0.2313,0.451,0.6554
v4 (exclui 30d),perfil,0.239,0.4596,0.6554
v4 (exclui 30d),perfil,0.242,0.4625,0.6554
v4 (exclui 30d),perfil,0.2565,0.4776,0.6554
v4 (exclui 30d),perfil,0.2592,0.4812,0.6554
v4 (exclui 30d),perfil,0.2623,0.4853,0.6554
v4 (exclui 30d),perfil,0.2726,0.4962,0.6554
v4 (exclui 30d),perfil,0.2869,0.5107,0.6554
v4 (exclui 30d),perfil,0.2901,0.5137,0.6554
v4 (exclui 30d),perfil,0.2943,0.518,0.6554
v4 (exclui 30d),perfil,0.2999,0.5235,0.6554
v4 (exclui 30d),perfil,0.3154,0.5383,0.6554
v4 (exclui 30d),perfil,0.3238,0.5474,0.6554
v4 (exclui 30d),perfil,0.3334,0.5569,0.6554
v4 (exclui 30d),perfil,0.3427,0.5651,0.6554
v4 (exclui 30d),perfil,0.3459,0.5683,0.6554
v4 (exclui 30d),perfil,0.3548,0.577,0.6554
v4 (exclui 30d),perfil,0.3635,0.5846,0.6554
v4 (exclui 30d),perfil,0.3668,0.5876,0.6554
v4 (exclui 30d),perfil,0.3701,0.5908,0.6554
v4 (exclui 30d),perfil,0.3832,0.6021,0.6554
v4 (exclui 30d),perfil,0.3863,0.605,0.6554
v4 (exclui 30d),perfil,0.3895,0.6084,0.6554
v4 (exclui 30d),perfil,0.3927,0.6112,0.6554
v4 (exclui 30d),perfil,0.4065,0.6236,0.6554
v4 (exclui 30d),perfil,0.4099,0.6265,0.6554
v4 (exclui 30d),perfil,0.4136,0.6298,0.6554
v4 (exclui 30d),perfil,0.4186,0.6342,0.6554
v4 (exclui 30d),perfil,0.4218,0.6371,0.6554
v4 (exclui 30d),perfil,0.4249,0.6402,0.6554
v4 (exclui 30d),perfil,0.4309,0.6457,0.6554
v4 (exclui 30d),perfil,0.4388,0.6523,0.6554
v4 (exclui 30d),perfil,0.4425,0.6558,0.6554
v4 (exclui 30d),perfil,0.4455,0.6589,0.6554
v4 (exclui 30d),perfil,0.4487,0.6617,0.6554
v4 (exclui 30d),perfil,0.4532,0.6655,0.6554
v4 (exclui 30d),perfil,0.4564,0.6682,0.6554
v4 (exclui 30d),perfil,0.4599,0.6706,0.6554
v4 (exclui 30d),perfil,0.4673,0.6766,0.6554
v4 (exclui 30d),perfil,0.4723,0.6806,0.6554
v4 (exclui 30d),perfil,0.4758,0.6834,0.6554
v4 (exclui 30d),perfil,0.4792,0.6861,0.6554
v4 (exclui 30d),perfil,0.4825,0.6889,0.6554
v4 (exclui 30d),perfil,0.495,0.6997,0.6554
v4 (exclui 30d),perfil,0.4987,0.7028,0.6554
v4 (exclui 30d),perfil,0.5017,0.7058,0.6554
v4 (exclui 30d),perfil,0.5079,0.7109,0.6554
v4 (exclui 30d),perfil,0.517,0.7175,0.6554
v4 (exclui 30d),perfil,0.5202,0.7206,0.6554
v4 (exclui 30d),perfil,0.5259,0.7252,0.6554
v4 (exclui 30d),perfil,0.5291,0.7279,0.6554
v4 (exclui 30d),perfil,0.5326,0.7311,0.6554
v4 (exclui 30d),perfil,0.5359,0.7341,0.6554
v4 (exclui 30d),perfil,0.5527,0.7469,0.6554
v4 (exclui 30d),perfil,0.5562,0.7491,0.6554
v4 (exclui 30d),perfil,0.56,0.7515,0.6554
v4 (exclui 30d),perfil,0.5681,0.7584,0.6554
v4 (exclui 30d),perfil,0.5824,0.7686,0.6554
v4 (exclui 30d),perfil,0.5903,0.7743,0.6554
v4 (exclui 30d),perfil,0.596,0.7781,0.6554
v4 (exclui 30d),perfil,0.6,0.781,0.6554
v4 (exclui 30d),perfil,0.6051,0.7845,0.6554
v4 (exclui 30d),perfil,0.6097,0.7876,0.6554
v4 (exclui 30d),perfil,0.6203,0.7953,0.6554
v4 (exclui 30d),perfil,0.6237,0.798,0.6554
v4 (exclui 30d),perfil,0.6273,0.8003,0.6554
v4 (exclui 30d),perfil,0.6308,0.803,0.6554
v4 (exclui 30d),perfil,0.6342,0.8056,0.6554
v4 (exclui 30d),perfil,0.6382,0.808,0.6554
v4 (exclui 30d),perfil,0.6422,0.8103,0.6554
v4 (exclui 30d),perfil,0.6462,0.8123,0.6554
v4 (exclui 30d),perfil,0.6495,0.8151,0.6554
v4 (exclui 30d),perfil,0.6533,0.8181,0.6554
v4 (exclui 30d),perfil,0.6573,0.8206,0.6554
v4 (exclui 30d),perfil,0.6608,0.8232,0.6554
v4 (exclui 30d),perfil,0.6642,0.8255,0.6554
v4 (exclui 30d),perfil,0.668,0.8281,0.6554
v4 (exclui 30d),perfil,0.6717,0.8303,0.6554
v4 (exclui 30d),perfil,0.6756,0.8322,0.6554
v4 (exclui 30d),perfil,0.679,0.8348,0.6554
v4 (exclui 30d),perfil,0.6826,0.8375,0.6554
v4 (exclui 30d),perfil,0.6871,0.8401,0.6554
v4 (exclui 30d),perfil,0.6905,0.8428,0.6554
v4 (exclui 30d),perfil,0.6955,0.8459,0.6554
v4 (exclui 30d),perfil,0.7008,0.8496,0.6554
v4 (exclui 30d),perfil,0.7047,0.8523,0.6554
v4 (exclui 30d),perfil,0.7179,0.8618,0.6554
v4 (exclui 30d),perfil,0.7218,0.864,0.6554
v4 (exclui 30d),perfil,0.7257,0.8665,0.6554
v4 (exclui 30d),perfil,0.7291,0.869,0.6554
v4 (exclui 30d),perfil,0.7329,0.8716,0.6554
